ID,created,user,nome progetto,codice componente,Descrizione,Costo Unitario,Quantità,Costo Totale,NOTA
1,1748990997.081318,admin,streamair,200000040048,Guarnizione EE-1010 8 M 25X6 MM,1.6,25.0,40.0,
